Sample	Family	Gender	Population	Population Description	Super Population	Super Population Description
HG01028	HG01028	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG01029	HG01029	female	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG01031	HG01031	male	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG01046	HG01046	female	CDX	Chinese Dai in Xishuangbanna, China	EAS	East Asian
HG01047	PR06	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01048	PR08	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01049	PR08	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01050	PR08	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01051	PR11	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01052	PR11	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01053	PR11	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01054	PR12	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01055	PR12	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01056	PR12	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01058	PR13	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01060	PR14	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01061	PR14	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01062	PR14	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01063	PR15	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01064	PR15	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01066	PR16	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01067	PR16	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01068	PR16	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01069	PR17	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01070	PR17	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01071	PR17	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01072	PR18	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01073	PR18	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01074	PR18	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01075	PR01	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01077	PR20	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01079	PR21	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01080	PR21	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01081	PR21	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01082	PR28	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01083	PR28	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01084	PR28	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01085	PR26	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01086	PR26	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01087	PR26	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01088	PR27	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01089	PR27	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01090	PR27	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01092	PR30	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01094	PR29	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01095	PR29	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01096	PR29	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01097	PR31	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01098	PR31	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01099	PR31	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01100	PR32	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01101	PR19	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01102	PR19	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01103	PR19	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01104	PR25	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01105	PR25	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01106	PR25	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01107	PR33	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01108	PR33	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01109	PR33	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01110	PR34	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01111	PR34	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01112	CLM03	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01113	CLM03	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01114	CLM03	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01119	CLM01	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01121	CLM02	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01122	CLM02	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01123	CLM02	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01124	CLM04	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01125	CLM04	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01126	CLM04	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01130	CLM06	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01131	CLM06	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01133	CLM07	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01134	CLM07	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01135	CLM07	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01136	CLM08	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01137	CLM08	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01138	CLM08	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01139	CLM09	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01140	CLM09	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01141	CLM09	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01142	CLM10	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01148	CLM12	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01149	CLM12	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01150	CLM12	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01161	PR35	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01162	PR35	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01164	PR37	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01167	PR39	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01168	PR39	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01169	PR39	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01170	PR24	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01171	PR24	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01172	PR24	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01173	PR36	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01174	PR36	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01175	PR36	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01176	PR42	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01177	PR42	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01178	PR42	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01182	PR44	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01183	PR44	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01184	PR44	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01187	PR38	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01188	PR38	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01189	PR38	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01190	PR40	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01191	PR40	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01192	PR40	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01195	PR45	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01197	PR46	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01198	PR46	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01199	PR46	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01200	PR47	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01204	PR49	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01205	PR49	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01206	PR49	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01241	PR22	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01242	PR22	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01243	PR22	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01247	PR32	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01248	PR32	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01249	PR34	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01250	CLM14	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01251	CLM14	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01252	CLM14	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01253	CLM15	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01254	CLM15	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01255	CLM15	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01256	CLM16	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01257	CLM16	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01258	CLM16	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01259	CLM17	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01260	CLM17	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01261	CLM17	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01269	CLM20	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01271	CLM21	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01272	CLM21	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01273	CLM21	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01274	CLM22	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01275	CLM22	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01276	CLM22	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01277	CLM23	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01278	CLM23	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01279	CLM23	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01280	CLM24	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01281	CLM24	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01284	CLM25	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01286	PR58	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01301	PR59	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01302	PR59	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01303	PR59	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01305	PR61	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01308	PR62	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01311	PR63	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01312	PR63	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01322	PR67	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01323	PR67	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01324	PR67	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01325	PR68	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01326	PR68	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01327	PR68	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01334	HG01334	male	GBR	British in England and Scotland	EUR	European
HG01341	CLM26	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01342	CLM26	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01343	CLM26	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01344	CLM27	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01345	CLM27	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01346	CLM27	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01347	CLM28	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01348	CLM28	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01349	CLM28	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01350	CLM29	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01351	CLM29	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01352	CLM29	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01353	CLM30	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01354	CLM30	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01355	CLM30	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01356	CLM31	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01357	CLM31	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01358	CLM31	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01359	CLM32	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01360	CLM32	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01361	CLM32	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01362	CLM33	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01363	CLM33	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01364	CLM33	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01365	CLM34	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01366	CLM34	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01367	CLM34	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01369	CLM35	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01372	CLM36	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01374	CLM37	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01375	CLM37	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01376	CLM37	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01377	CLM38	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01378	CLM38	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01379	CLM38	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01383	CLM40	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01384	CLM40	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01385	CLM40	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01389	CLM42	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01390	CLM42	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01391	CLM42	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01392	PR70	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01393	PR70	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01394	PR70	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01395	PR71	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01396	PR71	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01397	PR71	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01398	PR72	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01402	PR74	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01403	PR74	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01404	PR74	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01405	PR75	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01411	PR63	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01412	PR76	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01413	PR78	male	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01414	PR78	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01415	PR78	female	PUR	Puerto Rican in Puerto Rico	AMR	American
HG01431	CLM43	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01432	CLM43	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01433	CLM43	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01435	CLM44	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01437	CLM45	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01438	CLM45	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01439	CLM45	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01440	CLM46a	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01441	CLM46	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01442	CLM46	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01443	CLM47	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01444	CLM47	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01445	CLM47	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01447	CLM48	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01452	CLM50	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01453	CLM50	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01454	CLM50	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01455	CLM51	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01456	CLM51	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01457	CLM51	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01459	CLM52	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01461	CLM53	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01462	CLM53	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01463	CLM53	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01464	CLM54	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01465	CLM54	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01466	CLM54	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01468	CLM55	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01471	CLM56	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01473	CLM57	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01474	CLM57	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01477	CLM58	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01479	CLM59	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01480	CLM59	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01481	CLM59	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01482	CLM60	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01483	CLM60	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01484	CLM60	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01485	CLM61	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01486	CLM61	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01487	CLM61	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01488	CLM62	male	CLM	Colombian in Medellin, Colombia	AMR	American
HG01489	CLM62	female	CLM	Colombian in Medellin, Colombia	AMR	American
HG01490	CLM62	female	CLM	Colombian in Medellin, Colombia	AMR	American
